price,sqft_above
0.02881818181818182,0.12539851222104145
0.06987012987012987,0.230605738575983
0.023376623376623377,0.0818278427205101
0.07844155844155844,0.11158342189160468
0.06623376623376623,0.1785334750265675
0.15974025974025974,0.41339001062699254
0.03344155844155844,0.1822529224229543
0.0379025974025974,0.1126461211477152
0.029805194805194807,0.11158342189160468
0.04194805194805195,0.20085015940488843
0.08603896103896104,0.19766206163655686
0.06077922077922078,0.09139213602550478
0.04025974025974026,0.15196599362380447
0.05194805194805195,0.14558979808714134
0.06883116883116883,0.19234856535600425
0.08441558441558442,0.2104144527098831
0.0512987012987013,0.20085015940488843
0.06298701298701298,0.17003188097768332
0.024545454545454544,0.1275239107332625
0.02987012987012987,0.13283740701381508
0.05,0.09139213602550478
0.2597402597402597,0.24760892667375134
0.03701298701298701,0.2412327311370882
0.032818181818181816,0.11370882040382571
0.042727272727272725,0.2603613177470776
0.03025974025974026,0.18172157279489903
0.12168831168831169,0.18597236981934112
0.08662337662337663,0.1487778958554729
0.05688311688311688,0.08395324123273114
0.09337662337662338,0.2731137088204038
0.0753896103896104,0.24654622741764082
0.03636363636363636,0.12646121147715197
0.08928571428571429,0.16046758767268862
0.06948051948051948,0.11583421891604676
0.04188311688311688,0.13602550478214664
0.0903896103896104,0.16046758767268862
0.07142857142857142,0.09883103081827843
0.08311688311688312,0.2507970244420829
0.03116883116883117,0.09458023379383634
0.07857142857142857,0.2784272051009564
0.08116883116883117,0.2731137088204038
0.10064935064935066,0.2763018065887354
0.11194675324675325,0.3820403825717322
0.08896103896103896,0.16684378320935175
0.04012987012987013,0.09776833156216791
0.06337662337662338,0.33581296493092455
0.027336363636363638,0.10520722635494155
0.10194805194805195,0.24335812964930925
0.05844155844155844,0.13283740701381508
0.17532467532467533,0.23007438894792773
0.02961038961038961,0.12646121147715197
0.044805194805194806,0.1742826780021254
0.07792207792207792,0.10626992561105207
0.07597402597402597,0.10520722635494155
0.11948051948051948,0.2263549415515409
0.11493506493506493,0.3007438894792774
0.037987012987012986,0.23910733262486716
0.03909090909090909,0.25717321997874604
0.12350649350649351,0.34537725823591925
0.05584415584415584,0.19659936238044634
0.08441558441558442,0.1689691817215728
0.037532467532467535,0.1339001062699256
0.06558441558441558,0.2676939426142402
0.07129870129870129,0.1636556854410202
0.05519480519480519,0.1179596174282678
0.04125,0.18809776833156217
0.1266233766233766,0.28905419766206164
0.03727272727272727,0.23804463336875664
0.026493506493506493,0.10626992561105207
0.17272727272727273,0.17003188097768332
0.13506493506493505,0.32624867162592985
0.04220779220779221,0.1339001062699256
0.07415584415584416,0.23910733262486716
0.046753246753246755,0.25292242295430395
0.04532467532467532,0.11583421891604676
0.10811688311688311,0.25398512221041447
0.04935064935064935,0.09351753453772582
0.06233766233766234,0.11052072263549416
0.053246753246753244,0.09670563230605739
0.09350649350649351,0.36663124335812963
0.05064935064935065,0.24973432518597238
0.046753246753246755,0.20191285866099895
0.046103896103896105,0.1073326248671626
0.04623376623376623,0.1785334750265675
0.04090909090909091,0.10201912858660998
0.12207792207792208,0.20191285866099895
0.03961038961038961,0.2826780021253985
0.05987012987012987,0.2104144527098831
0.02792207792207792,0.17109458023379384
0.04350649350649351,0.08129649309245483
0.03162337662337662,0.2104144527098831
0.14285714285714285,0.3740701381509033
0.01987012987012987,0.1275239107332625
0.05584415584415584,0.13708820403825717
0.09090909090909091,0.13708820403825717
0.11753246753246753,0.25398512221041447
0.03214285714285714,0.20828905419766205
0.025844155844155843,0.12327311370882041
0.040779220779220776,0.12858660998937302
0.056818181818181816,0.24654622741764082
0.1104974025974026,0.13496280552603612
0.07207792207792207,0.153028692879915
0.0909025974025974,0.23273113708820403
0.14155844155844155,0.310308182784272
0.03766233766233766,0.12858660998937302
0.048701298701298704,0.155154091392136
0.05974025974025974,0.12433581296493093
0.02448051948051948,0.13177470775770456
0.08831168831168831,0.3336875664187035
0.06103896103896104,0.2157279489904357
0.07762987012987013,0.2454835281615303
0.07402597402597402,0.07438894792773645
0.03538961038961039,0.12327311370882041
0.04285064935064935,0.11477151965993623
0.06233766233766234,0.2678002125398512
0.09616883116883117,0.29543039319872477
0.06733766233766234,0.1689691817215728
0.02667857142857143,0.09351753453772582
0.02231168831168831,0.16684378320935175
0.06948051948051948,0.17109458023379384
0.08571428571428572,0.16578108395324123
0.050844155844155844,0.15409139213602552
0.0512987012987013,0.0818278427205101
0.05779220779220779,0.18278427205100956
0.1,0.30924548352816156
0.18831168831168832,0.2104144527098831
0.05779220779220779,0.17215727948990436
0.033766233766233764,0.14452709883103082
0.10681818181818181,0.18278427205100956
0.05584415584415584,0.2199787460148778
0.027532467532467533,0.1126461211477152
0.08577922077922077,0.153028692879915
0.10181818181818182,0.2614240170031881
0.058863116883116885,0.14771519659936239
0.08766233766233766,0.22741764080765142
0.025844155844155843,0.14027630180658873
0.02857142857142857,0.1073326248671626
0.0587012987012987,0.14240170031880978
0.04967532467532468,0.12646121147715197
0.06752597402597403,0.12433581296493093
0.08636363636363636,0.1179596174282678
0.06853246753246753,0.1647183846971307
0.026623376623376622,0.1073326248671626
0.05454545454545454,0.09989373007438895
0.06493506493506493,0.14665249734325186
0.11967532467532467,0.3900106269925611
0.11558441558441558,0.2518597236981934
0.05584415584415584,0.25717321997874604
0.033506493506493505,0.12008501594048884
0.06636363636363636,0.10414452709883103
0.06911298701298701,0.14452709883103082
0.07272727272727272,0.1179596174282678
0.03674675324675325,0.13283740701381508
0.2922077922077922,0.37619553666312433
0.045454545454545456,0.07438894792773645
0.02792207792207792,0.12539851222104145
0.08441558441558442,0.26567481402763016
0.04155844155844156,0.17215727948990436
0.03207792207792208,0.13496280552603612
0.04155844155844156,0.18703506907545164
0.033116883116883114,0.10945802337938364
0.05688311688311688,0.1891604675876727
